ADI,Data de julgamento,Unanimidade,Informacoes,Vencedores,Vencidos,Tipo,Pleito Analisado,NUNES MARQUES,ANDRÉ MENDONÇA,ALEXANDRE DE MORAES,DIAS TOFFOLI,ROBERTO BARROSO,EDSON FACHIN,GILMAR MENDES,CÁRMEN LÚCIA,LUIZ FUX,RICARDO LEWANDOWSKI,ROSA WEBER,MARCO AURÉLIO,CELSO DE MELLO,TEORI ZAVASCKI,JOAQUIM BARBOSA,AYRES BRITTO,CEZAR PELUSO,ELLEN GRACIE,EROS GRAU,MENEZES DIREITO,SEPÚLVEDA PERTENCE,NELSON JOBIM,CARLOS VELLOSO,MAURÍCIO CORRÊA,NÉRI DA SILVEIRA
ADI 4357,2013-03-14,Não,| Dissidência por Extensão:  |  EXTENSÃO |,6,5,Principal," O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO MINISTRO AYRES BRITTO (RELATOR), JULGOU PARCIALMENTE PROCEDENTE A AÇÃO DIRETA, VENCIDOS OS MINISTROS GILMAR MENDES, TEORI ZAVASCKI E DIAS TOFFOLI, QUE A JULGAVAM TOTALMENTE IMPROCEDENTE, E OS MINISTROS MARCO AURÉLIO E RICARDO LEWANDOWSKI, QUE A JULGAVAM PROCEDENTE EM MENOR EXTENSÃO. VOTOU O PRESIDENTE, MINISTRO JOAQUIM BARBOSA. O MINISTRO MARCO AURÉLIO REQUEREU A RETIFICAÇÃO DA ATA DA SESSÃO ANTERIOR PARA FAZER CONSTAR QUE NÃO DECLARAVA A INCONSTITUCIONALIDADE DA EXPRESSÃO “INDEPENDENTEMENTE DE SUA NATUREZA”, CONTIDA NO § 12 DO ART. 100 DA CF. REDIGIRÁ O ACÓRDÃO O MINISTRO LUIZ FUX. PLENÁRIO, 14.03.2013.",0,0,0,-1,0,0,-1,1,1,-1,1,-1,1,-1,1,1,0,0,0,0,0,0,0,0,0
ADI 2340,2013-03-06,Não," | ATENÇÃO, votação com sucessão de ministros",9,1,Principal," COLHIDO O VOTO-VISTA DO MINISTRO GILMAR MENDES, O TRIBUNAL, POR MAIORIA E NOS TERMOS DO VOTO DO RELATOR, JULGOU PROCEDENTE A AÇÃO, VENCIDO O MINISTRO MARCO AURÉLIO. NÃO PARTICIPARAM DA VOTAÇÃO OS MINISTROS LUIZ FUX E DIAS TOFFOLI POR SUCEDEREM, RESPECTIVAMENTE, AOS MINISTROS EROS GRAU E MENEZES DIREITO, AMBOS COM VOTOS PROFERIDOS EM ASSENTADA ANTERIOR. VOTOU O PRESIDENTE, MINISTRO JOAQUIM BARBOSA. PLENÁRIO, 06.03.2013.",0,0,0,0,0,0,1,1,0,1,1,-1,1,1,1,0,0,0,1,1,0,0,0,0,0
ADI 4372,2013-03-06,Não,0,10,1,Principal," COLHIDO O VOTO-VISTA DO MINISTRO LUIZ FUX, O TRIBUNAL JULGOU EXTINTA A AÇÃO POR ILEGITIMIDADE ATIVA DO REQUERENTE, VENCIDO O MINISTRO AYRES BRITTO (RELATOR). VOTOU O PRESIDENTE, MINISTRO JOAQUIM BARBOSA. REDIGIRÁ O ACÓRDÃO O MINISTRO LUIZ FUX. PLENÁRIO, 06.03.2013.",0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0
ADI 1842,2013-03-06,Não,0,9,1,Principal," COLHIDO O VOTO-VISTA DO MINISTRO LUIZ FUX, O TRIBUNAL, POR MAIORIA, ACOLHEU PROPOSTA DO MINISTRO GILMAR MENDES DE MODULAÇÃO DOS EFEITOS DA DECISÃO PARA QUE SÓ TENHA EFICÁCIA A PARTIR DE 24 (VINTE QUATRO) MESES APÓS A CONCLUSÃO DESTE JULGAMENTO, VENCIDO O MINISTRO MARCO AURÉLIO. VOTOU O PRESIDENTE, MINISTRO JOAQUIM BARBOSA. AUSENTE, NESTA ASSENTADA, O MINISTRO CELSO DE MELLO. PLENÁRIO, 06.03.2013.",0,0,0,1,0,0,1,1,1,1,1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0
ADI 4400,2013-03-06,Não,Conferir voto do Relator: AYRES BRITTOConferir voto do Relator: AYRES BRITTOConferir voto do Relator: AYRES BRITTOConferir voto do Relator: AYRES BRITTO,6,5,Principal," COLHIDO O VOTO-VISTA DO MINISTRO LUIZ FUX, O TRIBUNAL JULGOU EXTINTA A AÇÃO POR ILEGITIMIDADE ATIVA DA REQUERENTE, VENCIDOS OS MINISTROS AYRES BRITTO (RELATOR), ROSA WEBER, LUIZ FUX, DIAS TOFFOLI E GILMAR MENDES. REDIGIRÁ O ACÓRDÃO O MINISTRO MARCO AURÉLIO. VOTOU O PRESIDENTE, MINISTRO JOAQUIM BARBOSA. PLENÁRIO, 06.03.2013.",0,0,0,-1,0,0,-1,1,-1,1,-1,1,1,1,1,-1,0,0,0,0,0,0,0,0,0
ADI 3038,2014-12-11,Sim,0,9,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU PROCEDENTE A AÇÃO DIRETA PARA DAR INTERPRETAÇÃO CONFORME AO § 1º DO ART. 106 DA CONSTITUIÇÃO DO ESTADO DE SANTA CATARINA, NO SENTIDO DE QUE SE MOSTRA INCONSTITUCIONAL NOMEAR, PARA A CHEFIA DA POLÍCIA CIVIL, DELEGADO QUE NÃO INTEGRE A RESPECTIVA CARREIRA, OU SEJA, QUE NELA NÃO TENHA INGRESSADO POR MEIO DE CONCURSO PÚBLICO. AUSENTE, JUSTIFICADAMENTE, O MINISTRO RICARDO LEWANDOWSKI (PRESIDENTE), EM VIAGEM À ITÁLIA PARA PARTICIPAR DA “101ª SESSÃO PLENÁRIA DA COMISSÃO DE VENEZA”. PRESIDIU O JULGAMENTO A MINISTRA CÁRMEN LÚCIA (VICE-PRESIDENTE). PLENÁRIO, 11.12.2014.",0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 2940,2014-12-11,Sim,0,9,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU PROCEDENTE A AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DA LEI COMPLEMENTAR Nº 259, DE 9 DE DEZEMBRO DE 2002, DO ESTADO DO ESPÍRITO SANTO. AUSENTE, JUSTIFICADAMENTE, O MINISTRO RICARDO LEWANDOWSKI (PRESIDENTE), EM VIAGEM À ITÁLIA PARA PARTICIPAR DA “101ª SESSÃO PLENÁRIA DA COMISSÃO DE VENEZA”. PRESIDIU O JULGAMENTO A MINISTRA CÁRMEN LÚCIA (VICE-PRESIDENTE). PLENÁRIO, 11.12.2014.",0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 3169,2014-12-11,Não,Conferir voto do Relator: MARCO AURÉLIO,8,2,Principal,"O TRIBUNAL, POR MAIORIA, JULGOU PROCEDENTE A AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DA LEI Nº 10.877, DE 10 DE SETEMBRO DE 2001, DO ESTADO DE SÃO PAULO, VENCIDOS OS MINISTROS MARCO AURÉLIO (RELATOR) E LUIZ FUX, QUE A JULGAVAM IMPROCEDENTE. REDIGIRÁ O ACÓRDÃO O MINISTRO ROBERTO BARROSO. AUSENTES, JUSTIFICADAMENTE, O MINISTRO RICARDO LEWANDOWSKI (PRESIDENTE), EM VIAGEM À ITÁLIA PARA PARTICIPAR DA “101ª SESSÃO PLENÁRIA DA COMISSÃO DE VENEZA”, E, NESTE JULGAMENTO, O MINISTRO DIAS TOFFOLI. PRESIDIU O JULGAMENTO A MINISTRA CÁRMEN LÚCIA (VICE-PRESIDENTE). PLENÁRIO, 11.12.2014.",0,0,0,1,1,0,1,1,-1,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 2255,2014-11-19,Sim,0,9,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU IMPROCEDENTE A AÇÃO DIRETA. AUSENTE, JUSTIFICADAMENTE, O MINISTRO MARCO AURÉLIO. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 19.11.2014.",0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 2124,2014-11-19,Sim,0,9,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU PROCEDENTE O PEDIDO DE INCONSTITUCIONALIDADE DO INCISO I DO ART. 189 DA CONSTITUIÇÃO DO ESTADO DE RONDÔNIA, INSERIDO PELA EMENDA CONSTITUCIONAL ESTADUAL Nº 17, DE 30 DE NOVEMBRO DE 1999, E IMPROCEDENTE NO QUE DIZ RESPEITO AOS §§ 5º E 6º, DO ARTIGO 189, DA CONSTITUIÇÃO DO ESTADO DE RONDÔNIA, INSERIDOS PELA MESMA EMENDA CONSTITUCIONAL. AUSENTE, JUSTIFICADAMENTE, O MINISTRO MARCO AURÉLIO. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 19.11.2014.",0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 3777,2014-11-19,Sim,0,8,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, NÃO CONHECEU DO PEDIDO FORMULADO NO ADITAMENTO À INICIAL E JULGOU PROCEDENTE A AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE FORMAL E MATERIAL DO ART. 47, CAPUT, DA CONSTITUIÇÃO DO ESTADO DA BAHIA. IMPEDIDO O MINISTRO DIAS TOFFOLI. AUSENTE, JUSTIFICADAMENTE, O MINISTRO MARCO AURÉLIO. FALOU, PELA REQUERENTE, O DR. WLADIMIR SÉRGIO REALE. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 19.11.2014.",0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 1167,2014-11-19,Sim,0,9,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU IMPROCEDENTE A AÇÃO DIRETA. AUSENTE, JUSTIFICADAMENTE, O MINISTRO MARCO AURÉLIO. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 19.11.2014.",0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 2616,2014-11-19,Sim,0,9,0,Principal," O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU PROCEDENTE A AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DA EMENDA CONSTITUCIONAL Nº 10, DE 16 DE OUTUBRO DE 2001, DO ESTADO DO PARANÁ. AUSENTE, JUSTIFICADAMENTE, O MINISTRO MARCO AURÉLIO. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 19.11.2014.",0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 2755,2014-11-06,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DA RELATORA, CONHECEU EM PARTE DA AÇÃO E, NA PARTE CONHECIDA, JULGOU-A IMPROCEDENTE. AUSENTE, JUSTIFICADAMENTE, O MINISTRO MARCO AURÉLIO, QUE PARTICIPA, A CONVITE DA ACADEMIA PAULISTA DE MAGISTRADOS E DA UNIVERSIDADE DE PARIS 1 - SORBONNE, DO 7º COLÓQUIO INTERNACIONAL SOBRE O DIREITO E A GOVERNANÇA DA SOCIEDADE DE INFORMAÇÃO - “O IMPACTO DA REVOLUÇÃO DIGITAL SOBRE O DIREITO”, NA UNIVERSIDADE DE PARIS 1 - SORBONNE, NA FRANÇA. AUSENTE, NESTE JULGAMENTO, O MINISTRO GILMAR MENDES. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 06.11.2014.",0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 3627,2014-11-06,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU PROCEDENTE O PEDIDO FORMULADO NA INICIAL, DECLARANDO A INCONSTITUCIONALIDADE DA LEI Nº 751/2003 DO ESTADO DO AMAPÁ. AUSENTE, JUSTIFICADAMENTE, O MINISTRO MARCO AURÉLIO, QUE PARTICIPA, A CONVITE DA ACADEMIA PAULISTA DE MAGISTRADOS E DA UNIVERSIDADE DE PARIS 1 - SORBONNE, DO 7º COLÓQUIO INTERNACIONAL SOBRE O DIREITO E A GOVERNANÇA DA SOCIEDADE DE INFORMAÇÃO - “O IMPACTO DA REVOLUÇÃO DIGITAL SOBRE O DIREITO”, NA UNIVERSIDADE DE PARIS 1 - SORBONNE, NA FRANÇA. AUSENTE, NESTE JULGAMENTO, O MINISTRO GILMAR MENDES. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 06.11.2014.",0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 2803,2014-11-06,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU IMPROCEDENTE A AÇÃO DIRETA. AUSENTE, JUSTIFICADAMENTE, O MINISTRO MARCO AURÉLIO, QUE PARTICIPA, A CONVITE DA ACADEMIA PAULISTA DE MAGISTRADOS E DA UNIVERSIDADE DE PARIS 1 - SORBONNE, DO 7º COLÓQUIO INTERNACIONAL SOBRE O DIREITO E A GOVERNANÇA DA SOCIEDADE DE INFORMAÇÃO - “O IMPACTO DA REVOLUÇÃO DIGITAL SOBRE O DIREITO”, NA UNIVERSIDADE DE PARIS 1 - SORBONNE, NA FRANÇA. AUSENTE, NESTE JULGAMENTO, O MINISTRO GILMAR MENDES. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 06.11.2014.",0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 2444,2014-11-06,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU IMPROCEDENTE A AÇÃO DIRETA. AUSENTE, JUSTIFICADAMENTE, O MINISTRO MARCO AURÉLIO, QUE PARTICIPA, A CONVITE DA ACADEMIA PAULISTA DE MAGISTRADOS E DA UNIVERSIDADE DE PARIS 1 - SORBONNE, DO 7º COLÓQUIO INTERNACIONAL SOBRE O DIREITO E A GOVERNANÇA DA SOCIEDADE DE INFORMAÇÃO - “O IMPACTO DA REVOLUÇÃO DIGITAL SOBRE O DIREITO”, NA UNIVERSIDADE DE PARIS 1 - SORBONNE, NA FRANÇA. AUSENTE, NESTE JULGAMENTO, O MINISTRO GILMAR MENDES. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 06.11.2014.",0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 3223,2014-11-06,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU PROCEDENTE O PEDIDO PARA DECLARAR A INCONSTITUCIONALIDADE DO ART. 35 DA LEI Nº 10.926/1998 DO ESTADO DE SANTA CATARINA. AUSENTE, JUSTIFICADAMENTE, O MINISTRO MARCO AURÉLIO, QUE PARTICIPA, A CONVITE DA ACADEMIA PAULISTA DE MAGISTRADOS E DA UNIVERSIDADE DE PARIS 1 - SORBONNE, DO 7º COLÓQUIO INTERNACIONAL SOBRE O DIREITO E A GOVERNANÇA DA SOCIEDADE DE INFORMAÇÃO - “O IMPACTO DA REVOLUÇÃO DIGITAL SOBRE O DIREITO”, NA UNIVERSIDADE DE PARIS 1 - SORBONNE, NA FRANÇA. AUSENTE, NESTE JULGAMENTO, O MINISTRO GILMAR MENDES. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 06.11.2014.",0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 4232,2014-10-30,Sim,0,9,0,Principal," O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU INTEGRALMENTE PROCEDENTE A AÇÃO DIRETA. AUSENTE O MINISTRO RICARDO LEWANDOWSKI (PRESIDENTE), PARTICIPANDO, EM LISBOA, PORTUGAL, DO COLÓQUIO ""O CONSELHO SUPERIOR DA MAGISTRATURA E O CONSELHO NACIONAL DE JUSTIÇA: AS EXPERIÊNCIAS COMPARADAS DE PORTUGAL E BRASIL NA ORGANIZAÇÃO DAS MAGISTRATURAS"", A CONVITE DA ACADEMIA DE JURISPRUDENTES DE LÍNGUA PORTUGUESA, FAZENDO, EM SEGUIDA, VISITAS AO CONSELHO SUPERIOR DA MAGISTRATURA E À CORTE CONSTITUCIONAL DAQUELE PAÍS. PRESIDIU O JULGAMENTO A MINISTRA CÁRMEN LÚCIA (VICE-PRESIDENTE). PLENÁRIO, 30.10.2014.",0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 4161,2014-10-30,Sim,0,8,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DA RELATORA, JULGOU PROCEDENTE A AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DO ART. 7º E PARÁGRAFOS DA LEI Nº 6.816/2007, DO ESTADO DE ALAGOAS. IMPEDIDO O MINISTRO DIAS TOFFOLI. AUSENTE O MINISTRO RICARDO LEWANDOWSKI (PRESIDENTE), PARTICIPANDO, EM LISBOA, PORTUGAL, DO COLÓQUIO ""O CONSELHO SUPERIOR DA MAGISTRATURA E O CONSELHO NACIONAL DE JUSTIÇA: AS EXPERIÊNCIAS COMPARADAS DE PORTUGAL E BRASIL NA ORGANIZAÇÃO DAS MAGISTRATURAS"", A CONVITE DA ACADEMIA DE JURISPRUDENTES DE LÍNGUA PORTUGUESA, FAZENDO, EM SEGUIDA, VISITAS AO CONSELHO SUPERIOR DA MAGISTRATURA E À CORTE CONSTITUCIONAL DAQUELE PAÍS. FALOU, PELO CONSELHO FEDERAL DA ORDEM DOS ADVOGADOS DO BRASIL, O DR. MARCUS VINICIUS FURTADO COELHO, OAB/PI 2525. PRESIDIU O JULGAMENTO A MINISTRA CÁRMEN LÚCIA (VICE-PRESIDENTE). PLENÁRIO, 30.10.2014.",0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 2880,2014-10-30,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU PROCEDENTE A AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DO ART. 49 E PARÁGRAFOS DO CÓDIGO DE NORMAS CRIADO PELO PROVIMENTO Nº 4/99, DA CORREGEDORIA GERAL DA JUSTIÇA DO TRIBUNAL DE JUSTIÇA DO ESTADO DO MARANHÃO. AUSENTE O MINISTRO RICARDO LEWANDOWSKI (PRESIDENTE), PARTICIPANDO, EM LISBOA, PORTUGAL, DO COLÓQUIO ""O CONSELHO SUPERIOR DA MAGISTRATURA E O CONSELHO NACIONAL DE JUSTIÇA: AS EXPERIÊNCIAS COMPARADAS DE PORTUGAL E BRASIL NA ORGANIZAÇÃO DAS MAGISTRATURAS"", A CONVITE DA ACADEMIA DE JURISPRUDENTES DE LÍNGUA PORTUGUESA, FAZENDO, EM SEGUIDA, VISITAS AO CONSELHO SUPERIOR DA MAGISTRATURA E À CORTE CONSTITUCIONAL DAQUELE PAÍS. AUSENTE, NESTE JULGAMENTO, O MINISTRO LUIZ FUX. PRESIDIU O JULGAMENTO A MINISTRA CÁRMEN LÚCIA (VICE-PRESIDENTE). PLENÁRIO, 30.10.2014.",0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 4102,2014-10-30,Não,0,8,1,Principal,"O TRIBUNAL, NOS TERMOS DO VOTO DA RELATORA, JULGOU PARCIALMENTE PROCEDENTE A AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DOS ARTIGOS 309 E SEU § 1º; 314, CAPUT, E SEU § 5º; E DA EXPRESSÃO “E GARANTIRÁ UM PERCENTUAL MÍNIMO DE 10% (DEZ POR CENTO) PARA A EDUCAÇÃO ESPECIAL”, DA PARTE FINAL DO § 2º DO ART. 314, TODOS DA CONSTITUIÇÃO DO ESTADO DO RIO DE JANEIRO, E, POR ARRASTAMENTO, DECLARAR A INCONSTITUCIONALIDADE DO ART. 6º DA LEI Nº 2.081/93, E DAS EXPRESSÕES “À UERJ E”; “306, § 1º (ATUAL 309), E”; E “E, NA HIPÓTESE DA UERJ, SOBRE A SUA RECEITA TRIBUTÁRIA LÍQUIDA”, CONSTANTES DO ART. 1º DA LEI Nº 1.729/90, AMBAS DO ESTADO DO RIO DE JANEIRO. VENCIDO, EM PARTE, O MINISTRO MARCO AURÉLIO, QUE A JULGAVA INTEGRALMENTE PROCEDENTE. AUSENTE O MINISTRO RICARDO LEWANDOWSKI (PRESIDENTE), PARTICIPANDO, EM LISBOA, PORTUGAL, DO COLÓQUIO ""O CONSELHO SUPERIOR DA MAGISTRATURA E O CONSELHO NACIONAL DE JUSTIÇA: AS EXPERIÊNCIAS COMPARADAS DE PORTUGAL E BRASIL NA ORGANIZAÇÃO DAS MAGISTRATURAS"", A CONVITE DA ACADEMIA DE JURISPRUDENTES DE LÍNGUA PORTUGUESA, FAZENDO, EM SEGUIDA, VISITAS AO CONSELHO SUPERIOR DA MAGISTRATURA E À CORTE CONSTITUCIONAL DAQUELE PAÍS. FALOU, PELO GOVERNADOR DO ESTADO DO RIO DE JANEIRO, O DR. ALDE SANTOS, OAB/DF 7447, PROCURADOR DO ESTADO. PRESIDIU O JULGAMENTO A MINISTRA CÁRMEN LÚCIA (VICE-PRESIDENTE). PLENÁRIO, 30.10.2014.",0,0,0,1,1,0,1,1,1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 4203,2014-10-30,Sim,0,9,0,Principal," O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU PARCIALMENTE PROCEDENTE A AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DOS INCISOS II A V DO ART. 1º; DOS INCISOS II A XII E XIV A XIX DO ART. 2º; DAS ALÍNEAS “B” A “E” DO INCISO XX TAMBÉM DO ART. 2º, TODOS DA LEI Nº 5.388, DE 16 DE FEVEREIRO DE 2009, DO ESTADO DO RIO DE JANEIRO, E CONFERIR INTERPRETAÇÃO CONFORME À CONSTITUIÇÃO AO ART. 5º DO MESMO DIPLOMA LEGAL, PARA QUE A OBRIGAÇÃO NELE CONTIDA SOMENTE SE DIRIJA AOS ADMINISTRADORES OU RESPONSÁVEIS POR BENS E VALORES PÚBLICOS LIGADOS AO PODER LEGISLATIVO. AUSENTE O MINISTRO RICARDO LEWANDOWSKI (PRESIDENTE), PARTICIPANDO, EM LISBOA, PORTUGAL, DO COLÓQUIO ""O CONSELHO SUPERIOR DA MAGISTRATURA E O CONSELHO NACIONAL DE JUSTIÇA: AS EXPERIÊNCIAS COMPARADAS DE PORTUGAL E BRASIL NA ORGANIZAÇÃO DAS MAGISTRATURAS"", A CONVITE DA ACADEMIA DE JURISPRUDENTES DE LÍNGUA PORTUGUESA, FAZENDO, EM SEGUIDA, VISITAS AO CONSELHO SUPERIOR DA MAGISTRATURA E À CORTE CONSTITUCIONAL DAQUELE PAÍS. PRESIDIU O JULGAMENTO A MINISTRA CÁRMEN LÚCIA (VICE-PRESIDENTE). PLENÁRIO, 30.10.2014.",0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 1807,2014-10-30,Sim,0,10,0,Principal," PROSSEGUINDO NO JULGAMENTO, O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU PROCEDENTE A AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DOS ARTIGOS 9º E 60, COM OS RESPECTIVOS INCISOS, DA LEI Nº 6.176/93, DO ESTADO DE MATO GROSSO, COM AS ALTERAÇÕES OPERADAS PELA LEI ESTADUAL Nº 6.490/94. AUSENTE O MINISTRO RICARDO LEWANDOWSKI (PRESIDENTE), PARTICIPANDO, EM LISBOA, PORTUGAL, DO COLÓQUIO ""O CONSELHO SUPERIOR DA MAGISTRATURA E O CONSELHO NACIONAL DE JUSTIÇA: AS EXPERIÊNCIAS COMPARADAS DE PORTUGAL E BRASIL NA ORGANIZAÇÃO DAS MAGISTRATURAS"", A CONVITE DA ACADEMIA DE JURISPRUDENTES DE LÍNGUA PORTUGUESA, FAZENDO, EM SEGUIDA, VISITAS AO CONSELHO SUPERIOR DA MAGISTRATURA E À CORTE CONSTITUCIONAL DAQUELE PAÍS. AUSENTES, NESTE JULGAMENTO, OS MINISTROS GILMAR MENDES E ROBERTO BARROSO. PRESIDIU O JULGAMENTO A MINISTRA CÁRMEN LÚCIA (VICE-PRESIDENTE). PLENÁRIO, 30.10.2014.",0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 2186,2014-10-29,Sim,0,10,0,Principal,"O TRIBUNAL, POR UNANIMIDADE E NOS TERMOS DO VOTO DO RELATOR, JULGOU PROCEDENTE A AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DO ART. 1º DAS DISPOSIÇÕES TRANSITÓRIAS DA LEI Nº 10.207, DE 8 DE JANEIRO DE 1999, DO ESTADO DE SÃO PAULO. AUSENTE, NESTE JULGAMENTO, O MINISTRO GILMAR MENDES. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 29.10.2014.",0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ADI 1333,2014-10-29,Não,0,9,1,Principal,"O TRIBUNAL, POR MAIORIA, VENCIDO O MINISTRO MARCO AURÉLIO, JULGOU PROCEDENTE A AÇÃO DIRETA PARA DECLARAR A INCONSTITUCIONALIDADE DO ART. 2º DA LEI Nº 10.385, DE 18 DE ABRIL DE 1995, DO ESTADO DO RIO GRANDE DO SUL, NOS TERMOS DO VOTO DA RELATORA. PRESIDIU O JULGAMENTO O MINISTRO RICARDO LEWANDOWSKI. PLENÁRIO, 29.10.2014.",0,0,0,1,1,0,1,1,1,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0
